run_id,doc_id,doc_index,model,field,field_type,extracted_value,extraction_latency_ms,extraction_error,judge_verdict,judge_confidence,judge_probabilities,judge_grounded_noul,judge_correction_value,judge_correction_confidence,judge_reason,reason_source,judge_latency_ms,judge_error,decision,final_value,final_value_source,gt_value,gt_present,gt_multivalued,exact_match_before,normalized_match_before,exact_match_after,normalized_match_after
20260920T192325Z,test-1,1,openai/gpt-oss-20b,total.total_price,currency,91000,2732.75058400759,,PASS,1.0,"{""PASS"": 1.0, ""UNCERTAIN"": 0.0, ""FAIL"": 0.0}",0.94,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value appears verbatim in the document (noul=0.94).",derived_from_jev_probabilities,433.321040996816,,accept,91000,extraction,91000,True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,menu.first_item_cnt,number,1,6651.251624993165,,PASS,0.9,"{""UNCERTAIN"": 0.01, ""PASS"": 0.93, ""FAIL"": 0.06}",0.85,,,"Jev selected PASS with confidence 0.90; distribution [PASS=0.93, FAIL=0.06, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.85).",derived_from_jev_probabilities,222.1658339985879,,accept,1,extraction,1,True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,menu.first_item_name,text,JASMINE MT ( L ),6651.251624993165,,PASS,0.99,"{""UNCERTAIN"": 0.0, ""PASS"": 0.99, ""FAIL"": 0.01}",0.96,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.96).",derived_from_jev_probabilities,222.1658339985879,,accept,JASMINE MT ( L ),extraction,JASMINE MT ( L ),True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,menu.first_item_price,currency,"24,000",6651.251624993165,,PASS,0.89,"{""UNCERTAIN"": 0.01, ""PASS"": 0.92, ""FAIL"": 0.07}",0.94,,,"Jev selected PASS with confidence 0.89; distribution [PASS=0.92, FAIL=0.07, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.94).",derived_from_jev_probabilities,222.1658339985879,,accept,"24,000",extraction,"24,000",True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,sub_total.discount_price,currency,,6651.251624993165,,PASS,0.93,"{""UNCERTAIN"": 0.0, ""PASS"": 0.96, ""FAIL"": 0.04}",0.07,,,"Jev selected PASS with confidence 0.93; distribution [PASS=0.96, FAIL=0.04, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.07).",derived_from_jev_probabilities,222.1658339985879,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,sub_total.service_price,currency,,6651.251624993165,,PASS,0.86,"{""UNCERTAIN"": 0.0, ""PASS"": 0.91, ""FAIL"": 0.09}",0.05,,,"Jev selected PASS with confidence 0.86; distribution [PASS=0.91, FAIL=0.09, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,222.1658339985879,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,sub_total.subtotal_price,currency,"28,000",6651.251624993165,,PASS,0.98,"{""UNCERTAIN"": 0.0, ""PASS"": 0.99, ""FAIL"": 0.01}",0.95,,,"Jev selected PASS with confidence 0.98; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.95).",derived_from_jev_probabilities,222.1658339985879,,accept,"28,000",extraction,"28,000",True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,sub_total.tax_price,currency,,6651.251624993165,,PASS,0.67,"{""UNCERTAIN"": 0.01, ""FAIL"": 0.21, ""PASS"": 0.78}",0.09,,,"Jev selected PASS with confidence 0.67; distribution [PASS=0.78, FAIL=0.21, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.09).",derived_from_jev_probabilities,222.1658339985879,,review,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,total.cashprice,currency,"100,000",6651.251624993165,,PASS,0.99,"{""UNCERTAIN"": 0.0, ""PASS"": 1.0, ""FAIL"": 0.0}",0.85,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value appears verbatim in the document (noul=0.85).",derived_from_jev_probabilities,222.1658339985879,,accept,"100,000",extraction,"100,000",True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,total.changeprice,currency,"72,000",6651.251624993165,,PASS,1.0,"{""UNCERTAIN"": 0.0, ""PASS"": 1.0, ""FAIL"": 0.0}",0.95,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value appears verbatim in the document (noul=0.95).",derived_from_jev_probabilities,222.1658339985879,,accept,"72,000",extraction,"72,000",True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,total.creditcardprice,currency,,6651.251624993165,,PASS,1.0,"{""UNCERTAIN"": 0.0, ""PASS"": 1.0, ""FAIL"": 0.0}",0.05,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,222.1658339985879,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,total.menuqty_cnt,number,1,6651.251624993165,,PASS,0.51,"{""UNCERTAIN"": 0.01, ""PASS"": 0.68, ""FAIL"": 0.31}",0.77,,,"Jev selected PASS with confidence 0.51; distribution [PASS=0.68, FAIL=0.31, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.77).",derived_from_jev_probabilities,222.1658339985879,,review,1,extraction,1,True,False,True,True,True,True
20260920T192325Z,test-2,2,openai/gpt-oss-20b,total.total_price,currency,"28,000",6651.251624993165,,PASS,0.98,"{""UNCERTAIN"": 0.0, ""PASS"": 0.99, ""FAIL"": 0.01}",0.87,,,"Jev selected PASS with confidence 0.98; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.87).",derived_from_jev_probabilities,222.1658339985879,,accept,"28,000",extraction,"28,000",True,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,menu.first_item_cnt,number,1X,15566.865667002276,,PASS,0.36,"{""FAIL"": 0.42, ""UNCERTAIN"": 0.01, ""PASS"": 0.57}",0.89,,,"Jev selected PASS with confidence 0.36; distribution [PASS=0.57, FAIL=0.42, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.89).",derived_from_jev_probabilities,170.78866699011996,,review,1X,extraction,1X,True,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,menu.first_item_name,text,DONAT GULA,15566.865667002276,,PASS,1.0,"{""FAIL"": 0.0, ""UNCERTAIN"": 0.0, ""PASS"": 1.0}",0.96,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.96).",derived_from_jev_probabilities,170.78866699011996,,accept,DONAT GULA,extraction,DONAT GULA,True,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,menu.first_item_price,currency,"11,000",15566.865667002276,,PASS,0.69,"{""FAIL"": 0.19, ""UNCERTAIN"": 0.01, ""PASS"": 0.8}",0.8,,,"Jev selected PASS with confidence 0.69; distribution [PASS=0.80, FAIL=0.19, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.80).",derived_from_jev_probabilities,170.78866699011996,,review,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,sub_total.discount_price,currency,,15566.865667002276,,PASS,0.93,"{""FAIL"": 0.04, ""UNCERTAIN"": 0.0, ""PASS"": 0.96}",0.06,,,"Jev selected PASS with confidence 0.93; distribution [PASS=0.96, FAIL=0.04, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,170.78866699011996,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,sub_total.service_price,currency,,15566.865667002276,,PASS,0.96,"{""FAIL"": 0.02, ""UNCERTAIN"": 0.0, ""PASS"": 0.98}",0.05,,,"Jev selected PASS with confidence 0.96; distribution [PASS=0.98, FAIL=0.02, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,170.78866699011996,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,sub_total.subtotal_price,currency,"11,000",15566.865667002276,,PASS,0.99,"{""FAIL"": 0.01, ""UNCERTAIN"": 0.0, ""PASS"": 0.99}",0.93,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.93).",derived_from_jev_probabilities,170.78866699011996,,accept,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,sub_total.tax_price,currency,,15566.865667002276,,PASS,0.97,"{""FAIL"": 0.02, ""UNCERTAIN"": 0.0, ""PASS"": 0.98}",0.06,,,"Jev selected PASS with confidence 0.97; distribution [PASS=0.98, FAIL=0.02, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,170.78866699011996,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,total.cashprice,currency,"11,000",15566.865667002276,,PASS,0.95,"{""FAIL"": 0.03, ""UNCERTAIN"": 0.0, ""PASS"": 0.97}",0.87,,,"Jev selected PASS with confidence 0.95; distribution [PASS=0.97, FAIL=0.03, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.87).",derived_from_jev_probabilities,170.78866699011996,,accept,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,total.changeprice,currency,,15566.865667002276,,PASS,0.9,"{""FAIL"": 0.06, ""UNCERTAIN"": 0.0, ""PASS"": 0.9400000000000001}",0.07,,,"Jev selected PASS with confidence 0.90; distribution [PASS=0.94, FAIL=0.06, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.07).",derived_from_jev_probabilities,170.78866699011996,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,total.creditcardprice,currency,,15566.865667002276,,PASS,1.0,"{""FAIL"": 0.0, ""UNCERTAIN"": 0.0, ""PASS"": 1.0}",0.03,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.03).",derived_from_jev_probabilities,170.78866699011996,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,total.menuqty_cnt,number,1,15566.865667002276,,PASS,0.9,"{""FAIL"": 0.06, ""UNCERTAIN"": 0.01, ""PASS"": 0.9299999999999999}",0.23,,,"Jev selected PASS with confidence 0.90; distribution [PASS=0.93, FAIL=0.06, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.23).",derived_from_jev_probabilities,170.78866699011996,,accept,1,extraction,1.00xITEMs,True,False,False,True,False,True
20260920T192325Z,test-3,3,openai/gpt-oss-20b,total.total_price,currency,"11,000",15566.865667002276,,PASS,0.98,"{""FAIL"": 0.01, ""UNCERTAIN"": 0.0, ""PASS"": 0.99}",0.92,,,"Jev selected PASS with confidence 0.98; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.92).",derived_from_jev_probabilities,170.78866699011996,,accept,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,menu.first_item_cnt,number,2,2222.1542920015054,,PASS,0.99,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.91,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.91).",derived_from_jev_probabilities,410.13012499024626,,accept,2,extraction,2,True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,menu.first_item_name,text,ICE BLACKCOFFE,2222.1542920015054,,PASS,0.99,"{""PASS"": 0.99, ""FAIL"": 0.01, ""UNCERTAIN"": 0.0}",0.96,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.96).",derived_from_jev_probabilities,410.13012499024626,,accept,ICE BLACKCOFFE,extraction,ICE BLACKCOFFE,True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,menu.first_item_price,currency,"82,000",2222.1542920015054,,FAIL,0.25,"{""PASS"": 0.49, ""FAIL"": 0.49, ""UNCERTAIN"": 0.02}",0.92,"82,000",0.81,"Jev selected FAIL with confidence 0.25; distribution [PASS=0.49, FAIL=0.49, UNCERTAIN=0.02]; value appears verbatim in the document (noul=0.92); suggests corrected value '82,000' (confidence 0.81).",derived_from_jev_probabilities,410.13012499024626,,review,"82,000",extraction,"82,000",True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,sub_total.discount_price,currency,"19,400",2222.1542920015054,,PASS,0.91,"{""PASS"": 0.94, ""FAIL"": 0.06, ""UNCERTAIN"": 0.0}",0.84,,,"Jev selected PASS with confidence 0.91; distribution [PASS=0.94, FAIL=0.06, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.84).",derived_from_jev_probabilities,410.13012499024626,,accept,"19,400",extraction,"19,400",True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,sub_total.service_price,currency,,2222.1542920015054,,PASS,0.95,"{""PASS"": 0.97, ""FAIL"": 0.03, ""UNCERTAIN"": 0.0}",0.06,,,"Jev selected PASS with confidence 0.95; distribution [PASS=0.97, FAIL=0.03, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,410.13012499024626,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,sub_total.subtotal_price,currency,"194,000",2222.1542920015054,,PASS,0.99,"{""PASS"": 0.99, ""FAIL"": 0.01, ""UNCERTAIN"": 0.0}",0.97,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.97).",derived_from_jev_probabilities,410.13012499024626,,accept,"194,000",extraction,"194,000",True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,sub_total.tax_price,currency,,2222.1542920015054,,PASS,0.94,"{""PASS"": 0.97, ""FAIL"": 0.03, ""UNCERTAIN"": 0.0}",0.07,,,"Jev selected PASS with confidence 0.94; distribution [PASS=0.97, FAIL=0.03, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.07).",derived_from_jev_probabilities,410.13012499024626,,accept,,extraction,,False,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,total.cashprice,currency,"200,000",2222.1542920015054,,PASS,1.0,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.93,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.93).",derived_from_jev_probabilities,410.13012499024626,,accept,"200,000",extraction,"200,000",True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,total.changeprice,currency,"25,400",2222.1542920015054,,PASS,1.0,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.97,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.97).",derived_from_jev_probabilities,410.13012499024626,,accept,"25,400",extraction,"25,400",True,False,True,True,True,True
20260920T192325Z,test-4,4,openai/gpt-oss-20b,total.creditcardprice,currency,,2222.1542920015054,,PASS,0.99,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.06,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,410.13012499024626,,accept,,extraction,,False,False,True,True,True,True
