run_id,doc_id,doc_index,model,field,field_type,extracted_value,extraction_latency_ms,extraction_error,judge_verdict,judge_confidence,judge_probabilities,judge_grounded_noul,judge_correction_value,judge_correction_confidence,judge_reason,reason_source,judge_latency_ms,judge_error,decision,final_value,final_value_source,gt_value,gt_present,gt_multivalued,exact_match_before,normalized_match_before,exact_match_after,normalized_match_after
20260920T192249Z,test-1,1,openai/gpt-oss-20b,sub_total.subtotal_price,currency,91000,4325.679333996959,,PASS,0.33,"{""PASS"": 0.55, ""FAIL"": 0.42, ""UNCERTAIN"": 0.03}",0.86,,,"Jev selected PASS with confidence 0.33; distribution [PASS=0.55, FAIL=0.42, UNCERTAIN=0.03]; value appears verbatim in the document (noul=0.86).",derived_from_jev_probabilities,196.61841599736363,,review,91000,extraction,,False,False,False,False,False,False
20260920T192249Z,test-1,1,openai/gpt-oss-20b,sub_total.tax_price,currency,,4325.679333996959,,PASS,0.99,"{""PASS"": 0.99, ""FAIL"": 0.01, ""UNCERTAIN"": 0.0}",0.05,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,196.61841599736363,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-1,1,openai/gpt-oss-20b,total.cashprice,currency,91000,4325.679333996959,,PASS,1.0,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.96,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.96).",derived_from_jev_probabilities,196.61841599736363,,accept,91000,extraction,91000,True,False,True,True,True,True
20260920T192249Z,test-1,1,openai/gpt-oss-20b,total.changeprice,currency,,4325.679333996959,,PASS,0.92,"{""PASS"": 0.95, ""FAIL"": 0.05, ""UNCERTAIN"": 0.0}",0.07,,,"Jev selected PASS with confidence 0.92; distribution [PASS=0.95, FAIL=0.05, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.07).",derived_from_jev_probabilities,196.61841599736363,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-1,1,openai/gpt-oss-20b,total.creditcardprice,currency,,4325.679333996959,,PASS,0.99,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.06,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,196.61841599736363,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-1,1,openai/gpt-oss-20b,total.menuqty_cnt,number,,4325.679333996959,,PASS,0.88,"{""FAIL"": 0.07, ""PASS"": 0.92, ""UNCERTAIN"": 0.01}",0.03,,,"Jev selected PASS with confidence 0.88; distribution [PASS=0.92, FAIL=0.07, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.03).",derived_from_jev_probabilities,196.61841599736363,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-1,1,openai/gpt-oss-20b,total.total_price,currency,91000,4325.679333996959,,PASS,1.0,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.94,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.94).",derived_from_jev_probabilities,196.61841599736363,,accept,91000,extraction,91000,True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,menu.first_item_cnt,number,1,3837.7974169998197,,PASS,0.89,"{""PASS"": 0.92, ""FAIL"": 0.07, ""UNCERTAIN"": 0.01}",0.83,,,"Jev selected PASS with confidence 0.89; distribution [PASS=0.92, FAIL=0.07, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.83).",derived_from_jev_probabilities,483.54437499074265,,accept,1,extraction,1,True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,menu.first_item_name,text,JASMINE MT ( L ),3837.7974169998197,,PASS,0.99,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.96,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.96).",derived_from_jev_probabilities,483.54437499074265,,accept,JASMINE MT ( L ),extraction,JASMINE MT ( L ),True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,menu.first_item_price,currency,"24,000",3837.7974169998197,,PASS,0.86,"{""PASS"": 0.91, ""FAIL"": 0.08, ""UNCERTAIN"": 0.01}",0.95,,,"Jev selected PASS with confidence 0.86; distribution [PASS=0.91, FAIL=0.08, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.95).",derived_from_jev_probabilities,483.54437499074265,,accept,"24,000",extraction,"24,000",True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,sub_total.discount_price,currency,,3837.7974169998197,,PASS,0.92,"{""PASS"": 0.95, ""FAIL"": 0.05, ""UNCERTAIN"": 0.0}",0.09,,,"Jev selected PASS with confidence 0.92; distribution [PASS=0.95, FAIL=0.05, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.09).",derived_from_jev_probabilities,483.54437499074265,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,sub_total.service_price,currency,,3837.7974169998197,,PASS,0.8,"{""PASS"": 0.86, ""FAIL"": 0.13, ""UNCERTAIN"": 0.01}",0.05,,,"Jev selected PASS with confidence 0.80; distribution [PASS=0.86, FAIL=0.13, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,483.54437499074265,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,sub_total.subtotal_price,currency,"28,000",3837.7974169998197,,PASS,0.98,"{""PASS"": 0.99, ""FAIL"": 0.01, ""UNCERTAIN"": 0.0}",0.95,,,"Jev selected PASS with confidence 0.98; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.95).",derived_from_jev_probabilities,483.54437499074265,,accept,"28,000",extraction,"28,000",True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,sub_total.tax_price,currency,,3837.7974169998197,,PASS,0.65,"{""PASS"": 0.76, ""FAIL"": 0.23, ""UNCERTAIN"": 0.01}",0.07,,,"Jev selected PASS with confidence 0.65; distribution [PASS=0.76, FAIL=0.23, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.07).",derived_from_jev_probabilities,483.54437499074265,,review,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,total.cashprice,currency,"100,000",3837.7974169998197,,PASS,0.99,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.87,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.87).",derived_from_jev_probabilities,483.54437499074265,,accept,"100,000",extraction,"100,000",True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,total.changeprice,currency,"72,000",3837.7974169998197,,PASS,1.0,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.94,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.94).",derived_from_jev_probabilities,483.54437499074265,,accept,"72,000",extraction,"72,000",True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,total.creditcardprice,currency,,3837.7974169998197,,PASS,1.0,"{""PASS"": 1.0, ""FAIL"": 0.0, ""UNCERTAIN"": 0.0}",0.06,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,483.54437499074265,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,total.menuqty_cnt,number,1,3837.7974169998197,,PASS,0.35,"{""PASS"": 0.5599999999999999, ""FAIL"": 0.42, ""UNCERTAIN"": 0.02}",0.77,,,"Jev selected PASS with confidence 0.35; distribution [PASS=0.56, FAIL=0.42, UNCERTAIN=0.02]; value appears verbatim in the document (noul=0.77).",derived_from_jev_probabilities,483.54437499074265,,review,1,extraction,1,True,False,True,True,True,True
20260920T192249Z,test-2,2,openai/gpt-oss-20b,total.total_price,currency,"28,000",3837.7974169998197,,PASS,0.98,"{""PASS"": 0.99, ""FAIL"": 0.01, ""UNCERTAIN"": 0.0}",0.86,,,"Jev selected PASS with confidence 0.98; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.86).",derived_from_jev_probabilities,483.54437499074265,,accept,"28,000",extraction,"28,000",True,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,menu.first_item_cnt,number,1X,13424.516416998813,,PASS,0.39,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.4, ""PASS"": 0.6}",0.91,,,"Jev selected PASS with confidence 0.39; distribution [PASS=0.60, FAIL=0.40, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.91).",derived_from_jev_probabilities,347.68908299156465,,review,1X,extraction,1X,True,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,menu.first_item_name,text,DONAT GULA,13424.516416998813,,PASS,1.0,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.0, ""PASS"": 1.0}",0.95,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value appears verbatim in the document (noul=0.95).",derived_from_jev_probabilities,347.68908299156465,,accept,DONAT GULA,extraction,DONAT GULA,True,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,menu.first_item_price,currency,"11,000",13424.516416998813,,PASS,0.68,"{""UNCERTAIN"": 0.02, ""FAIL"": 0.2, ""PASS"": 0.78}",0.79,,,"Jev selected PASS with confidence 0.68; distribution [PASS=0.78, FAIL=0.20, UNCERTAIN=0.02]; value appears verbatim in the document (noul=0.79).",derived_from_jev_probabilities,347.68908299156465,,review,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,sub_total.discount_price,currency,,13424.516416998813,,PASS,0.95,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.03, ""PASS"": 0.97}",0.07,,,"Jev selected PASS with confidence 0.95; distribution [PASS=0.97, FAIL=0.03, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.07).",derived_from_jev_probabilities,347.68908299156465,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,sub_total.service_price,currency,,13424.516416998813,,PASS,0.96,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.02, ""PASS"": 0.98}",0.05,,,"Jev selected PASS with confidence 0.96; distribution [PASS=0.98, FAIL=0.02, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,347.68908299156465,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,sub_total.subtotal_price,currency,"11,000",13424.516416998813,,PASS,0.99,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.01, ""PASS"": 0.99}",0.93,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.93).",derived_from_jev_probabilities,347.68908299156465,,accept,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,sub_total.tax_price,currency,,13424.516416998813,,PASS,0.96,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.02, ""PASS"": 0.98}",0.05,,,"Jev selected PASS with confidence 0.96; distribution [PASS=0.98, FAIL=0.02, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,347.68908299156465,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,total.cashprice,currency,"11,000",13424.516416998813,,PASS,0.94,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.04, ""PASS"": 0.96}",0.84,,,"Jev selected PASS with confidence 0.94; distribution [PASS=0.96, FAIL=0.04, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.84).",derived_from_jev_probabilities,347.68908299156465,,accept,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,total.changeprice,currency,,13424.516416998813,,PASS,0.89,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.07, ""PASS"": 0.93}",0.06,,,"Jev selected PASS with confidence 0.89; distribution [PASS=0.93, FAIL=0.07, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,347.68908299156465,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,total.creditcardprice,currency,,13424.516416998813,,PASS,1.0,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.0, ""PASS"": 1.0}",0.04,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value does NOT appear verbatim in the document (noul=0.04).",derived_from_jev_probabilities,347.68908299156465,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,total.menuqty_cnt,number,1,13424.516416998813,,PASS,0.92,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.05, ""PASS"": 0.95}",0.21,,,"Jev selected PASS with confidence 0.92; distribution [PASS=0.95, FAIL=0.05, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.21).",derived_from_jev_probabilities,347.68908299156465,,accept,1,extraction,1.00xITEMs,True,False,False,True,False,True
20260920T192249Z,test-3,3,openai/gpt-oss-20b,total.total_price,currency,"11,000",13424.516416998813,,PASS,0.98,"{""UNCERTAIN"": 0.0, ""FAIL"": 0.01, ""PASS"": 0.99}",0.91,,,"Jev selected PASS with confidence 0.98; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.91).",derived_from_jev_probabilities,347.68908299156465,,accept,"11,000",extraction,"11,000",True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,menu.first_item_cnt,number,2,1749.5737920107786,,PASS,1.0,"{""FAIL"": 0.0, ""PASS"": 1.0, ""UNCERTAIN"": 0.0}",0.91,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.91).",derived_from_jev_probabilities,930.1023329899181,,accept,2,extraction,2,True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,menu.first_item_name,text,ICE BLACKCOFFE,1749.5737920107786,,PASS,0.99,"{""FAIL"": 0.0, ""PASS"": 1.0, ""UNCERTAIN"": 0.0}",0.96,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.96).",derived_from_jev_probabilities,930.1023329899181,,accept,ICE BLACKCOFFE,extraction,ICE BLACKCOFFE,True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,menu.first_item_price,currency,"82,000",1749.5737920107786,,PASS,0.27,"{""FAIL"": 0.47, ""PASS"": 0.52, ""UNCERTAIN"": 0.01}",0.93,,,"Jev selected PASS with confidence 0.27; distribution [PASS=0.52, FAIL=0.47, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.93).",derived_from_jev_probabilities,930.1023329899181,,review,"82,000",extraction,"82,000",True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,sub_total.discount_price,currency,"19,400",1749.5737920107786,,PASS,0.91,"{""FAIL"": 0.06, ""PASS"": 0.94, ""UNCERTAIN"": 0.0}",0.84,,,"Jev selected PASS with confidence 0.91; distribution [PASS=0.94, FAIL=0.06, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.84).",derived_from_jev_probabilities,930.1023329899181,,accept,"19,400",extraction,"19,400",True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,sub_total.service_price,currency,,1749.5737920107786,,PASS,0.97,"{""FAIL"": 0.02, ""PASS"": 0.98, ""UNCERTAIN"": 0.0}",0.05,,,"Jev selected PASS with confidence 0.97; distribution [PASS=0.98, FAIL=0.02, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,930.1023329899181,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,sub_total.subtotal_price,currency,"194,000",1749.5737920107786,,PASS,0.99,"{""FAIL"": 0.01, ""PASS"": 0.99, ""UNCERTAIN"": 0.0}",0.97,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.97).",derived_from_jev_probabilities,930.1023329899181,,accept,"194,000",extraction,"194,000",True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,sub_total.tax_price,currency,,1749.5737920107786,,PASS,0.94,"{""FAIL"": 0.03, ""PASS"": 0.96, ""UNCERTAIN"": 0.01}",0.07,,,"Jev selected PASS with confidence 0.94; distribution [PASS=0.96, FAIL=0.03, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.07).",derived_from_jev_probabilities,930.1023329899181,,accept,,extraction,,False,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,total.cashprice,currency,"200,000",1749.5737920107786,,PASS,1.0,"{""FAIL"": 0.0, ""PASS"": 1.0, ""UNCERTAIN"": 0.0}",0.94,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.94).",derived_from_jev_probabilities,930.1023329899181,,accept,"200,000",extraction,"200,000",True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,total.changeprice,currency,"25,400",1749.5737920107786,,PASS,1.0,"{""FAIL"": 0.0, ""PASS"": 1.0, ""UNCERTAIN"": 0.0}",0.97,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.97).",derived_from_jev_probabilities,930.1023329899181,,accept,"25,400",extraction,"25,400",True,False,True,True,True,True
20260920T192249Z,test-4,4,openai/gpt-oss-20b,total.creditcardprice,currency,,1749.5737920107786,,PASS,0.99,"{""FAIL"": 0.0, ""PASS"": 1.0, ""UNCERTAIN"": 0.0}",0.05,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, FAIL=0.00, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,930.1023329899181,,accept,,extraction,,False,False,True,True,True,True
